Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,Segment
3,7,2832.84,5,5,5,555,Champions
180,9,1653.42,1,5,4,154,At Risk / Lost Customers
372,1,35.400000000000006,1,1,1,111,At Risk / Lost Customers
13,4,859.71,5,4,3,543,Loyal Customers
3,1,168.63,5,1,1,511,Recent / New Customers
17,1,138.6,4,1,1,411,Recent / New Customers
41,1,114.11,3,1,1,311,Recent / New Customers
6,5,1052.55,5,4,4,544,Champions
169,4,1042.26,2,4,4,244,Loyal Customers
50,1,157.05,3,1,1,311,Recent / New Customers
277,1,237.35999999999999,1,1,1,111,At Risk / Lost Customers
19,9,1601.14,4,5,4,454,Champions
372,1,39.75,1,1,1,111,At Risk / Lost Customers
15,4,1447.14,4,4,4,444,Champions
35,3,570.46,3,3,3,333,Loyal Customers
22,3,617.99,4,3,3,433,Loyal Customers
7,2,379.83,5,3,2,532,Loyal Customers
20,6,1740.6000000000001,4,5,4,454,Champions
11,2,883.15,5,3,3,533,Loyal Customers
44,1,221.97,3,1,1,311,Recent / New Customers
306,1,393.33000000000004,1,1,2,112,At Risk / Lost Customers
11,1,213.96,5,1,1,511,Recent / New Customers
275,1,660.0,1,1,3,113,At Risk / Lost Customers
1,93,12156.65,5,5,5,555,Champions
16,14,16569.5,4,5,5,455,Champions
4,4,1785.15,5,4,4,544,Champions
72,4,601.56,3,4,3,343,Loyal Customers
243,3,406.08000000000004,1,3,2,132,At Risk / Lost Customers
9,3,553.44,5,3,3,533,Loyal Customers
246,1,394.44,1,1,2,112,At Risk / Lost Customers
206,2,412.78000000000003,1,3,2,132,At Risk / Lost Customers
1,5,1788.3600000000001,5,4,4,544,Champions
185,1,320.58000000000004,1,1,2,112,At Risk / Lost Customers
32,5,889.25,4,4,3,443,Loyal Customers
57,2,225.85,3,3,1,331,About to Sleep
196,2,899.63,1,3,3,133,At Risk / Lost Customers
24,4,2791.27,4,4,5,445,Champions
91,2,671.96,2,3,3,233,Loyal Customers
4,2,959.01,5,3,4,534,Loyal Customers
51,3,1006.98,3,3,4,334,Loyal Customers
263,1,114.56,1,1,1,111,At Risk / Lost Customers
266,1,344.90000000000003,1,1,2,112,At Risk / Lost Customers
36,2,609.85,3,3,3,333,Loyal Customers
51,1,443.6,3,1,2,312,Recent / New Customers
52,6,2984.4900000000002,3,5,5,355,Loyal Customers
24,6,2125.08,4,5,5,455,Champions
22,1,110.46000000000001,4,1,1,411,Recent / New Customers
59,1,96.12,3,1,1,311,Recent / New Customers
170,2,693.8100000000001,2,3,3,233,Loyal Customers
68,2,830.76,3,3,3,333,Loyal Customers
157,2,597.09,2,3,3,233,Loyal Customers
2,73,280206.02,5,5,5,555,Champions
201,1,243.22,1,1,1,111,At Risk / Lost Customers
5,4,1417.29,5,4,4,544,Champions
67,2,654.6,3,3,3,333,Loyal Customers
77,1,114.18,2,1,1,211,At Risk / Lost Customers
1,7,1947.55,5,5,4,554,Champions
8,4,1932.23,5,4,4,544,Champions
169,2,291.05,2,3,2,232,Loyal Customers
18,4,848.22,4,4,3,443,Loyal Customers
5,2,247.15,5,3,1,531,About to Sleep
9,9,2529.93,5,5,5,555,Champions
87,2,285.74,2,3,2,232,Loyal Customers
27,1,107.95,4,1,1,411,Recent / New Customers
29,4,771.17,4,4,3,443,Loyal Customers
20,2,637.89,4,3,3,433,Loyal Customers
61,5,1835.7,3,4,4,344,Loyal Customers
24,1,195.25,4,1,1,411,Recent / New Customers
11,25,9241.2,5,5,5,555,Champions
242,3,1269.99,1,3,4,134,At Risk / Lost Customers
280,2,411.53,1,3,2,132,At Risk / Lost Customers
235,2,765.5500000000001,1,3,3,133,At Risk / Lost Customers
3,5,1736.4,5,4,4,544,Champions
16,1,604.75,4,1,3,413,About to Sleep
31,6,2548.2400000000002,4,5,5,455,Champions
25,16,28754.11,4,5,5,455,Champions
71,3,498.95,3,3,3,333,Loyal Customers
188,2,52.0,1,3,1,131,At Risk / Lost Customers
26,5,1236.28,4,4,4,444,Champions
107,1,628.38,2,1,3,213,At Risk / Lost Customers
8,21,5630.87,5,5,5,555,Champions
209,1,112.80000000000001,1,1,1,111,At Risk / Lost Customers
44,2,371.7,3,3,2,332,Loyal Customers
31,5,2114.33,4,4,5,445,Champions
137,4,591.55,2,4,3,243,Loyal Customers
265,1,172.9,1,1,1,111,At Risk / Lost Customers
4,7,2078.95,5,5,5,555,Champions
218,2,188.61,1,3,1,131,At Risk / Lost Customers
2,5,1250.76,5,4,4,544,Champions
214,1,109.13000000000001,1,1,1,111,At Risk / Lost Customers
32,3,2235.3,4,3,5,435,Loyal Customers
11,9,2549.37,5,5,5,555,Champions
1,17,3292.14,5,5,5,555,Champions
15,1,318.17,4,1,2,412,Recent / New Customers
11,9,1546.91,5,5,4,554,Champions
199,1,179.0,1,1,1,111,At Risk / Lost Customers
3,3,1126.3700000000001,5,3,4,534,Loyal Customers
15,13,4921.04,4,5,5,455,Champions
14,4,606.13,4,4,3,443,Loyal Customers
10,11,2868.8,5,5,5,555,Champions
29,3,917.07,4,3,3,433,Loyal Customers
9,11,2666.36,5,5,5,555,Champions
24,1,160.19,4,1,1,411,Recent / New Customers
25,4,867.38,4,4,3,443,Loyal Customers
43,2,329.68,3,3,2,332,Loyal Customers
2,5,1602.13,5,4,4,544,Champions
6,3,663.81,5,3,3,533,Loyal Customers
147,1,187.92,2,1,1,211,At Risk / Lost Customers
10,6,1158.3,5,5,4,554,Champions
25,1,718.08,4,1,3,413,About to Sleep
274,1,268.58,1,1,2,112,At Risk / Lost Customers
374,1,313.49,1,1,2,112,At Risk / Lost Customers
1,8,2005.06,5,5,4,554,Champions
47,3,380.02,3,3,2,332,Loyal Customers
8,8,2702.4900000000002,5,5,5,555,Champions
16,12,9585.91,4,5,5,455,Champions
4,32,6065.6900000000005,5,5,5,555,Champions
4,3,1164.55,5,3,4,534,Loyal Customers
43,7,1314.45,3,5,4,354,Loyal Customers
4,7,3902.28,5,5,5,555,Champions
197,3,1448.21,1,3,4,134,At Risk / Lost Customers
12,6,1400.3400000000001,5,5,4,554,Champions
16,7,1099.98,4,5,4,454,Champions
113,5,1220.26,2,4,4,244,Loyal Customers
249,1,328.2,1,1,2,112,At Risk / Lost Customers
29,5,1415.75,4,4,4,444,Champions
44,1,389.64000000000004,3,1,2,312,Recent / New Customers
87,1,563.15,2,1,3,213,At Risk / Lost Customers
45,2,638.05,3,3,3,333,Loyal Customers
10,11,5010.28,5,5,5,555,Champions
15,1,738.96,4,1,3,413,About to Sleep
75,1,420.5,2,1,2,212,At Risk / Lost Customers
145,4,1484.06,2,4,4,244,Loyal Customers
5,3,1625.97,5,3,4,534,Loyal Customers
297,1,89.2,1,1,1,111,At Risk / Lost Customers
59,2,255.9,3,3,2,332,Loyal Customers
264,1,300.52,1,1,2,112,At Risk / Lost Customers
47,1,278.3,3,1,2,312,Recent / New Customers
29,3,254.11,4,3,2,432,Loyal Customers
8,6,2473.37,5,5,5,555,Champions
17,2,192.60000000000002,4,3,1,431,About to Sleep
3,8,10674.75,5,5,5,555,Champions
232,2,876.4200000000001,1,3,3,133,At Risk / Lost Customers
112,1,139.26,2,1,1,211,At Risk / Lost Customers
58,3,1011.9,3,3,4,334,Loyal Customers
51,11,2538.2999999999997,3,5,5,355,Loyal Customers
127,2,730.86,2,3,3,233,Loyal Customers
281,3,386.15,1,3,2,132,At Risk / Lost Customers
55,2,447.68,3,3,2,332,Loyal Customers
320,1,200.10000000000002,1,1,1,111,At Risk / Lost Customers
26,2,289.99,4,3,2,432,Loyal Customers
10,2,77.4,5,3,1,531,About to Sleep
7,2,679.44,5,3,3,533,Loyal Customers
29,1,197.64,4,1,1,411,Recent / New Customers
17,4,745.06,4,4,3,443,Loyal Customers
64,1,6.2,3,1,1,311,Recent / New Customers
21,1,228.99,4,1,1,411,Recent / New Customers
3,7,1319.91,5,5,4,554,Champions
166,1,131.45000000000002,2,1,1,211,At Risk / Lost Customers
1,17,8022.49,5,5,5,555,Champions
53,3,173.74,3,3,1,331,About to Sleep
51,1,157.7,3,1,1,311,Recent / New Customers
48,12,4339.74,3,5,5,355,Loyal Customers
61,1,193.14,3,1,1,311,Recent / New Customers
162,3,845.5500000000001,2,3,3,233,Loyal Customers
9,1,353.27,5,1,2,512,Recent / New Customers
15,4,554.65,4,4,3,443,Loyal Customers
75,1,193.39000000000001,2,1,1,211,At Risk / Lost Customers
40,8,2741.17,3,5,5,355,Loyal Customers
41,11,2087.88,3,5,5,355,Loyal Customers
370,2,155.43,1,3,1,131,At Risk / Lost Customers
37,2,778.5,3,3,3,333,Loyal Customers
197,1,271.85,1,1,2,112,At Risk / Lost Customers
200,2,1110.34,1,3,4,134,At Risk / Lost Customers
74,3,657.8,2,3,3,233,Loyal Customers
64,2,272.07,3,3,2,332,Loyal Customers
21,4,507.29,4,4,3,443,Loyal Customers
367,1,48.800000000000004,1,1,1,111,At Risk / Lost Customers
180,3,321.43,1,3,2,132,At Risk / Lost Customers
10,4,1127.71,5,4,4,544,Champions
4,12,2226.9100000000003,5,5,5,555,Champions
197,3,2139.76,1,3,5,135,At Risk / Lost Customers
29,4,697.55,4,4,3,443,Loyal Customers
53,1,197.13,3,1,1,311,Recent / New Customers
18,6,1720.3,4,5,4,454,Champions
10,3,102.45,5,3,1,531,About to Sleep
90,4,1649.5,2,4,4,244,Loyal Customers
268,1,62.85,1,1,1,111,At Risk / Lost Customers
53,6,3295.76,3,5,5,355,Loyal Customers
44,4,2824.69,3,4,5,345,Loyal Customers
64,4,3189.81,3,4,5,345,Loyal Customers
149,1,309.40000000000003,2,1,2,212,At Risk / Lost Customers
22,25,7930.54,4,5,5,455,Champions
312,1,325.75,1,1,2,112,At Risk / Lost Customers
23,2,511.35,4,3,3,433,Loyal Customers
58,6,2836.69,3,5,5,355,Loyal Customers
24,2,475.8,4,3,2,432,Loyal Customers
78,7,2759.83,2,5,5,255,Loyal Customers
119,2,645.65,2,3,3,233,Loyal Customers
36,3,1311.38,3,3,4,334,Loyal Customers
60,2,1173.1200000000001,3,3,4,334,Loyal Customers
13,4,1353.74,5,4,4,544,Champions
19,1,170.32,4,1,1,411,Recent / New Customers
52,1,125.79,3,1,1,311,Recent / New Customers
26,2,841.2,4,3,3,433,Loyal Customers
29,1,266.76,4,1,2,412,Recent / New Customers
7,2,52.2,5,3,1,531,About to Sleep
11,12,14389.9,5,5,5,555,Champions
186,3,710.28,1,3,3,133,At Risk / Lost Customers
3,8,2953.59,5,5,5,555,Champions
9,2,725.7,5,3,3,533,Loyal Customers
262,1,327.25,1,1,2,112,At Risk / Lost Customers
3,4,522.38,5,4,3,543,Loyal Customers
210,1,519.68,1,1,3,113,At Risk / Lost Customers
108,2,1465.32,2,3,4,234,Loyal Customers
13,9,1485.54,5,5,4,554,Champions
77,3,706.19,2,3,3,233,Loyal Customers
20,1,255.4,4,1,2,412,Recent / New Customers
27,2,589.7,4,3,3,433,Loyal Customers
19,6,761.59,4,5,3,453,Loyal Customers
132,1,765.3199999999999,2,1,3,213,At Risk / Lost Customers
253,1,364.8,1,1,2,112,At Risk / Lost Customers
79,1,1862.0,2,1,4,214,At Risk / Lost Customers
207,1,369.2,1,1,2,112,At Risk / Lost Customers
336,1,135.9,1,1,1,111,At Risk / Lost Customers
254,1,125.65,1,1,1,111,At Risk / Lost Customers
148,2,554.38,2,3,3,233,Loyal Customers
10,2,1237.8500000000001,5,3,4,534,Loyal Customers
85,1,655.75,2,1,3,213,At Risk / Lost Customers
8,20,11138.710000000001,5,5,5,555,Champions
205,2,468.77000000000004,1,3,2,132,At Risk / Lost Customers
8,4,1366.38,5,4,4,544,Champions
23,6,1303.52,4,5,4,454,Champions
11,9,1421.29,5,5,4,554,Champions
26,1,332.66,4,1,2,412,Recent / New Customers
21,5,2810.63,4,4,5,445,Champions
2,2,1025.44,5,3,4,534,Loyal Customers
158,2,616.15,2,3,3,233,Loyal Customers
3,7,3501.1,5,5,5,555,Champions
74,1,277.8,2,1,2,212,At Risk / Lost Customers
3,4,434.35,5,4,2,542,Loyal Customers
1,201,143825.06,5,5,5,555,Champions
17,2,867.85,4,3,3,433,Loyal Customers
36,4,1227.43,3,4,4,344,Loyal Customers
91,2,307.48,2,3,2,232,Loyal Customers
71,4,1268.98,3,4,4,344,Loyal Customers
116,2,1610.15,2,3,4,234,Loyal Customers
213,2,977.77,1,3,4,134,At Risk / Lost Customers
30,2,1316.07,4,3,4,434,Loyal Customers
51,1,749.1,3,1,3,313,About to Sleep
246,1,310.05,1,1,2,112,At Risk / Lost Customers
32,1,223.88,4,1,1,411,Recent / New Customers
109,3,2372.86,2,3,5,235,Loyal Customers
5,5,1257.68,5,4,4,544,Champions
366,1,363.53,1,1,2,112,At Risk / Lost Customers
82,2,1890.94,2,3,4,234,Loyal Customers
297,1,1784.71,1,1,4,114,At Risk / Lost Customers
34,8,8137.02,3,5,5,355,Loyal Customers
57,3,1621.88,3,3,4,334,Loyal Customers
30,12,5900.25,4,5,5,455,Champions
14,1,100.9,4,1,1,411,Recent / New Customers
72,2,290.82,3,3,2,332,Loyal Customers
23,6,1101.97,4,5,4,454,Champions
19,1,371.2,4,1,2,412,Recent / New Customers
79,1,311.69,2,1,2,212,At Risk / Lost Customers
60,11,8099.49,3,5,5,355,Loyal Customers
25,1,289.82,4,1,2,412,Recent / New Customers
12,1,336.17,5,1,2,512,Recent / New Customers
253,1,58.49,1,1,1,111,At Risk / Lost Customers
147,3,499.68,2,3,3,233,Loyal Customers
64,4,695.42,3,4,3,343,Loyal Customers
8,2,221.27,5,3,1,531,About to Sleep
11,9,7044.68,5,5,5,555,Champions
271,1,126.7,1,1,1,111,At Risk / Lost Customers
10,5,1487.8,5,4,4,544,Champions
247,1,206.21,1,1,1,111,At Risk / Lost Customers
96,2,599.0,2,3,3,233,Loyal Customers
15,1,191.32,4,1,1,411,Recent / New Customers
50,1,463.8,3,1,2,312,Recent / New Customers
30,1,147.59,4,1,1,411,Recent / New Customers
68,4,1592.06,3,4,4,344,Loyal Customers
35,3,1116.57,3,3,4,334,Loyal Customers
128,1,114.77,2,1,1,211,At Risk / Lost Customers
107,3,1314.45,2,3,4,234,Loyal Customers
37,1,114.39,3,1,1,311,Recent / New Customers
57,1,279.94,3,1,2,312,Recent / New Customers
57,7,790.86,3,5,3,353,Loyal Customers
72,5,1931.42,3,4,4,344,Loyal Customers
246,1,102.12,1,1,1,111,At Risk / Lost Customers
19,2,213.27,4,3,1,431,About to Sleep
198,2,296.75,1,3,2,132,At Risk / Lost Customers
16,2,326.4,4,3,2,432,Loyal Customers
212,1,334.54,1,1,2,112,At Risk / Lost Customers
39,2,233.23000000000002,3,3,1,331,About to Sleep
46,3,546.1999999999999,3,3,3,333,Loyal Customers
170,2,429.87,2,3,2,232,Loyal Customers
48,1,490.52,3,1,3,313,About to Sleep
116,4,1641.76,2,4,4,244,Loyal Customers
147,1,1246.32,2,1,4,214,At Risk / Lost Customers
16,28,6316.57,4,5,5,455,Champions
51,1,502.09,3,1,3,313,About to Sleep
159,1,156.91,2,1,1,211,At Risk / Lost Customers
12,3,1261.78,5,3,4,534,Loyal Customers
36,1,308.94,3,1,2,312,Recent / New Customers
54,2,423.04,3,3,2,332,Loyal Customers
43,2,260.17,3,3,2,332,Loyal Customers
173,1,170.04,2,1,1,211,At Risk / Lost Customers
34,1,125.58,3,1,1,311,Recent / New Customers
39,3,496.21,3,3,3,333,Loyal Customers
267,1,266.0,1,1,2,112,At Risk / Lost Customers
9,9,1914.82,5,5,4,554,Champions
12,4,905.04,5,4,3,543,Loyal Customers
3,11,6802.76,5,5,5,555,Champions
10,10,1661.33,5,5,4,554,Champions
33,1,377.01,4,1,2,412,Recent / New Customers
80,3,469.0,2,3,2,232,Loyal Customers
31,4,1066.15,4,4,4,444,Champions
8,4,627.13,5,4,3,543,Loyal Customers
72,2,518.28,3,3,3,333,Loyal Customers
4,4,668.14,5,4,3,543,Loyal Customers
256,3,4959.1,1,3,5,135,At Risk / Lost Customers
5,10,2586.67,5,5,5,555,Champions
16,8,4308.61,4,5,5,455,Champions
90,1,252.73000000000002,2,1,2,212,At Risk / Lost Customers
72,3,465.55,3,3,2,332,Loyal Customers
59,6,705.49,3,5,3,353,Loyal Customers
10,47,19914.44,5,5,5,555,Champions
170,1,180.35,2,1,1,211,At Risk / Lost Customers
199,1,135.93,1,1,1,111,At Risk / Lost Customers
31,1,537.0,4,1,3,413,About to Sleep
19,17,7700.2300000000005,4,5,5,455,Champions
152,2,735.66,2,3,3,233,Loyal Customers
9,15,5213.7699999999995,5,5,5,555,Champions
270,1,343.62,1,1,2,112,At Risk / Lost Customers
65,4,384.05,3,4,2,342,Loyal Customers
274,1,121.17000000000002,1,1,1,111,At Risk / Lost Customers
25,3,1782.09,4,3,4,434,Loyal Customers
23,3,1391.61,4,3,4,434,Loyal Customers
319,1,215.78,1,1,1,111,At Risk / Lost Customers
5,3,697.79,5,3,3,533,Loyal Customers
12,2,302.1,5,3,2,532,Loyal Customers
275,2,1489.5,1,3,4,134,At Risk / Lost Customers
25,11,2124.99,4,5,5,455,Champions
41,9,1337.72,3,5,4,354,Loyal Customers
8,4,303.09000000000003,5,4,2,542,Loyal Customers
4,48,54534.14,5,5,5,555,Champions
71,4,987.86,3,4,4,344,Loyal Customers
213,1,370.79999999999995,1,1,2,112,At Risk / Lost Customers
38,4,3158.13,3,4,5,345,Loyal Customers
53,1,893.59,3,1,3,313,About to Sleep
78,3,1744.76,2,3,4,234,Loyal Customers
46,2,553.36,3,3,3,333,Loyal Customers
179,1,1109.53,2,1,4,214,At Risk / Lost Customers
373,1,106.2,1,1,1,111,At Risk / Lost Customers
94,2,982.07,2,3,4,234,Loyal Customers
10,3,1043.41,5,3,4,534,Loyal Customers
105,1,748.87,2,1,3,213,At Risk / Lost Customers
78,1,773.03,2,1,3,213,At Risk / Lost Customers
173,1,880.85,2,1,3,213,At Risk / Lost Customers
7,32,9743.11,5,5,5,555,Champions
213,4,895.61,1,4,3,143,At Risk / Lost Customers
22,5,504.8,4,4,3,443,Loyal Customers
257,1,88.2,1,1,1,111,At Risk / Lost Customers
282,1,306.94,1,1,2,112,At Risk / Lost Customers
21,2,1160.07,4,3,4,434,Loyal Customers
10,6,2420.84,5,5,5,555,Champions
308,1,381.32,1,1,2,112,At Risk / Lost Customers
68,1,480.71,3,1,2,312,Recent / New Customers
215,2,457.81,1,3,2,132,At Risk / Lost Customers
18,6,4597.02,4,5,5,455,Champions
104,4,1370.6000000000001,2,4,4,244,Loyal Customers
43,1,219.39000000000001,3,1,1,311,Recent / New Customers
4,1,248.08,5,1,1,511,Recent / New Customers
182,3,39916.5,1,3,5,135,At Risk / Lost Customers
84,1,410.48,2,1,2,212,At Risk / Lost Customers
334,3,876.0,1,3,3,133,At Risk / Lost Customers
9,2,317.53000000000003,5,3,2,532,Loyal Customers
31,2,703.36,4,3,3,433,Loyal Customers
197,2,1027.44,1,3,4,134,At Risk / Lost Customers
18,7,2298.93,4,5,5,455,Champions
18,5,1422.52,4,4,4,444,Champions
311,6,319.5,1,5,2,152,At Risk / Lost Customers
142,4,1300.25,2,4,4,244,Loyal Customers
246,1,484.95,1,1,2,112,At Risk / Lost Customers
24,4,996.1,4,4,4,444,Champions
29,3,1567.48,4,3,4,434,Loyal Customers
10,3,3609.33,5,3,5,535,Loyal Customers
30,10,2760.56,4,5,5,455,Champions
18,1,340.11,4,1,2,412,Recent / New Customers
18,4,1352.75,4,4,4,444,Champions
15,5,1551.78,4,4,4,444,Champions
134,1,244.8,2,1,1,211,At Risk / Lost Customers
246,1,266.4,1,1,2,112,At Risk / Lost Customers
134,1,358.82,2,1,2,212,At Risk / Lost Customers
50,2,457.72,3,3,2,332,Loyal Customers
114,3,1633.78,2,3,4,234,Loyal Customers
7,2,2199.31,5,3,5,535,Loyal Customers
23,2,184.19,4,3,1,431,About to Sleep
25,15,11528.48,4,5,5,455,Champions
66,1,406.53000000000003,3,1,2,312,Recent / New Customers
60,4,1471.0,3,4,4,344,Loyal Customers
50,11,3447.4,3,5,5,355,Loyal Customers
170,1,330.11,2,1,2,212,At Risk / Lost Customers
18,5,977.9300000000001,4,4,4,444,Champions
128,3,982.42,2,3,4,234,Loyal Customers
15,8,1387.99,4,5,4,454,Champions
239,1,139.05,1,1,1,111,At Risk / Lost Customers
3,4,1286.7,5,4,4,544,Champions
240,2,178.96,1,3,1,131,At Risk / Lost Customers
52,7,2354.25,3,5,5,355,Loyal Customers
46,1,498.74,3,1,3,313,About to Sleep
226,1,259.45,1,1,2,112,At Risk / Lost Customers
8,17,6580.4400000000005,5,5,5,555,Champions
4,4,1194.73,5,4,4,544,Champions
165,2,1327.16,2,3,4,234,Loyal Customers
240,1,623.5,1,1,3,113,At Risk / Lost Customers
11,1,301.29,5,1,2,512,Recent / New Customers
134,1,520.8000000000001,2,1,3,213,At Risk / Lost Customers
17,10,5314.47,4,5,5,455,Champions
10,13,4745.69,5,5,5,555,Champions
31,1,329.25,4,1,2,412,Recent / New Customers
75,1,296.42,2,1,2,212,At Risk / Lost Customers
1,3,961.49,5,3,4,534,Loyal Customers
4,3,1936.07,5,3,4,534,Loyal Customers
45,1,401.40000000000003,3,1,2,312,Recent / New Customers
2,30,18641.010000000002,5,5,5,555,Champions
357,1,158.16,1,1,1,111,At Risk / Lost Customers
18,2,304.47,4,3,2,432,Loyal Customers
69,3,843.05,3,3,3,333,Loyal Customers
373,1,487.75,1,1,2,112,At Risk / Lost Customers
321,1,163.0,1,1,1,111,At Risk / Lost Customers
26,1,106.56,4,1,1,411,Recent / New Customers
331,1,1289.5,1,1,4,114,At Risk / Lost Customers
9,5,1624.05,5,4,4,544,Champions
323,1,135.75,1,1,1,111,At Risk / Lost Customers
72,1,224.14,3,1,1,311,Recent / New Customers
260,1,40.5,1,1,1,111,At Risk / Lost Customers
18,5,2206.9500000000003,4,4,5,445,Champions
367,1,87.5,1,1,1,111,At Risk / Lost Customers
66,3,689.48,3,3,3,333,Loyal Customers
154,2,622.85,2,3,3,233,Loyal Customers
29,2,406.76,4,3,2,432,Loyal Customers
70,1,310.62,3,1,2,312,Recent / New Customers
14,2,411.41,4,3,2,432,Loyal Customers
2,16,4777.18,5,5,5,555,Champions
1,41,16225.39,5,5,5,555,Champions
120,3,1044.32,2,3,4,234,Loyal Customers
61,1,499.32,3,1,3,313,About to Sleep
3,15,7616.53,5,5,5,555,Champions
3,1,3861.0,5,1,5,515,About to Sleep
11,3,1079.61,5,3,4,534,Loyal Customers
92,2,193.64,2,3,1,231,At Risk / Lost Customers
59,4,1268.7,3,4,4,344,Loyal Customers
87,5,1236.54,2,4,4,244,Loyal Customers
26,6,1827.8,4,5,4,454,Champions
357,1,316.58,1,1,2,112,At Risk / Lost Customers
85,2,653.24,2,3,3,233,Loyal Customers
10,4,420.3,5,4,2,542,Loyal Customers
1,5,870.12,5,4,3,543,Loyal Customers
225,1,331.18,1,1,2,112,At Risk / Lost Customers
60,2,894.4100000000001,3,3,3,333,Loyal Customers
241,1,101.8,1,1,1,111,At Risk / Lost Customers
319,2,328.35,1,3,2,132,At Risk / Lost Customers
2,8,1661.44,5,5,4,554,Champions
47,3,734.94,3,3,3,333,Loyal Customers
88,1,96.6,2,1,1,211,At Risk / Lost Customers
11,11,5756.89,5,5,5,555,Champions
176,1,305.75,2,1,2,212,At Risk / Lost Customers
52,6,1778.96,3,5,4,354,Loyal Customers
366,1,403.25,1,1,2,112,At Risk / Lost Customers
319,1,585.0,1,1,3,113,At Risk / Lost Customers
226,2,755.75,1,3,3,133,At Risk / Lost Customers
358,2,322.08,1,3,2,132,At Risk / Lost Customers
234,1,409.40000000000003,1,1,2,112,At Risk / Lost Customers
311,1,154.41,1,1,1,111,At Risk / Lost Customers
37,5,1219.4,3,4,4,344,Loyal Customers
66,4,3386.71,3,4,5,345,Loyal Customers
239,2,429.6,1,3,2,132,At Risk / Lost Customers
113,2,612.06,2,3,3,233,Loyal Customers
277,1,197.0,1,1,1,111,At Risk / Lost Customers
218,12,2247.51,1,5,5,155,At Risk / Lost Customers
299,1,321.05,1,1,2,112,At Risk / Lost Customers
2,4,1412.32,5,4,4,544,Champions
29,3,1071.99,4,3,4,434,Loyal Customers
10,2,780.59,5,3,3,533,Loyal Customers
45,5,1706.57,3,4,4,344,Loyal Customers
67,8,1756.44,3,5,4,354,Loyal Customers
74,1,316.68,2,1,2,212,At Risk / Lost Customers
65,2,631.57,3,3,3,333,Loyal Customers
134,3,2515.84,2,3,5,235,Loyal Customers
238,2,514.15,1,3,3,133,At Risk / Lost Customers
122,1,356.0,2,1,2,212,At Risk / Lost Customers
32,13,6688.46,4,5,5,455,Champions
9,11,10484.99,5,5,5,555,Champions
36,2,740.78,3,3,3,333,Loyal Customers
16,5,918.2,4,4,3,443,Loyal Customers
127,1,300.36,2,1,2,212,At Risk / Lost Customers
67,1,890.85,3,1,3,313,About to Sleep
149,1,98.45,2,1,1,211,At Risk / Lost Customers
283,1,317.15,1,1,2,112,At Risk / Lost Customers
169,2,623.16,2,3,3,233,Loyal Customers
